date,code,open,high,low,close,volume,amount,preclose,adj
1994-05-06,600858,1.1806972494871186,1.2932820727878465,1.1806972494871186,1.2384330563080046,1993660.5433971423,243662000.0,,0.14433951705221498
1994-05-09,600858,1.2673009597184475,1.2673009597184475,1.1258482330072768,1.137395394371454,1094274.1338317108,131173000.0,1.2384330563080046,0.14433951705221498
1994-05-10,600858,1.089763353744223,1.1503859509061534,1.0551218696516915,1.1446123702240647,902067.5879973919,100076000.0,1.137395394371454,0.14433951705221498
1994-05-11,600858,1.1763670639755521,1.2211123142617388,1.0839897730621344,1.108527490961011,826987.6637928535,97122000.0,1.1446123702240647,0.14433951705221498
1994-05-12,600858,1.0854331682326566,1.1301784185188433,1.0276973614117706,1.0378011276054258,324831.3487361811,35194000.0,1.108527490961011,0.14433951705221498
1994-05-13,600858,1.0464614986285585,1.0666690310158686,1.0074898290244607,1.0580086599927359,315125.0671259053,32709000.0,1.0378011276054258,0.14433951705221498
1994-05-16,600858,1.0753294020390016,1.078216192380046,1.0147068048770713,1.0233671759002043,141762.9795213867,14811000.0,1.0580086599927359,0.14433951705221498
1994-05-17,600858,1.0320275469233369,1.0536784744811691,1.023367175900204,1.0378011276054255,89628.95445548726,9302000.0,1.023367175900204,0.14433951705221496
1994-05-18,600858,1.0392445227759477,1.0392445227759477,0.9988294580013275,1.0046030386834162,54932.98136179628,5590000.0,1.0378011276054255,0.14433951705221496
1994-05-19,600858,0.9959426676602834,1.0175935952181157,0.9598577883972297,1.0175935952181157,116981.13132727078,11534000.0,1.0046030386834162,0.14433951705221498
1994-05-20,600858,1.0248105710707263,1.0262539662412486,0.9815087159550618,0.9815087159550618,82091.17116356715,8194000.0,1.0175935952181157,0.14433951705221498
1994-05-23,600858,0.982952111125584,1.0103766193655048,0.9670747642498404,0.9670747642498404,84134.96350834328,8308000.0,0.9815087159550618,0.14433951705221498
1994-05-24,600858,0.9742917401024511,0.9988294580013277,0.9670747642498404,0.9887256918076726,38236.237121421815,3747000.0,0.9670747642498404,0.14433951705221498
1994-05-25,600858,0.9959426676602834,1.0363577324349036,0.9685181594203626,0.9786219256140176,127518.78609474361,12832000.0,0.9887256918076726,0.14433951705221498
1994-05-26,600858,0.9815087159550621,0.9887256918076728,0.9208861187931318,0.9208861187931318,65339.00204604622,6219000.0,0.9786219256140177,0.144339517052215
1994-05-27,600858,0.9237729091341761,0.9656313690793185,0.9078955622584324,0.9179993284520875,189109.6808237597,17616000.0,0.9208861187931318,0.144339517052215
1994-05-30,600858,0.9208861187931318,0.9208861187931318,0.8227352471976256,0.8227352471976256,106665.17606838381,9306000.0,0.9179993284520875,0.144339517052215
1994-05-31,600858,0.8155182713450149,0.8631503119722458,0.7967541341282268,0.8617069168017236,128835.12692697227,10684000.0,0.8227352471976256,0.144339517052215
1994-06-01,600858,0.8631503119722458,0.8631503119722458,0.7967541341282268,0.8039711099808377,83386.7276668659,6957000.0,0.8617069168017236,0.144339517052215
1994-06-02,600858,0.8010843196397933,0.8313956182207585,0.8010843196397933,0.808301295492404,59214.553121361154,4830000.0,0.8039711099808377,0.144339517052215
1994-06-03,600858,0.8198484568565813,0.8429427795849357,0.8054145051513598,0.8155182713450149,113170.67102345085,9317000.0,0.808301295492404,0.144339517052215
1994-06-06,600858,0.8299522230502363,0.8299522230502363,0.7938673437871826,0.8212918520271034,40259.24513726801,3256000.0,0.8155182713450149,0.144339517052215
1994-06-07,600858,0.8155182713450149,0.816961666515537,0.7866503679345719,0.8010843196397933,55798.99506720987,4447000.0,0.8212918520271034,0.144339517052215
1994-06-08,600858,0.7895371582756161,0.8198484568565813,0.7823201824230054,0.7938673437871826,62262.92136441707,5001000.0,0.8010843196397933,0.144339517052215
1994-06-09,600858,0.8068579003218819,0.8270654327091921,0.7664428355472617,0.7736598113998725,62976.51665767789,5015000.0,0.7938673437871826,0.144339517052215
1994-06-10,600858,0.7649994403767395,0.7794333920819612,0.701490052873765,0.7188107949200309,118927.93013704054,8851000.0,0.7736598113998725,0.144339517052215
1994-06-13,600858,0.7043768432148092,0.7332447466252523,0.692829681850632,0.692829681850632,92303.20477780445,6545000.0,0.7188107949200309,0.144339517052215
1994-06-14,600858,0.7043768432148092,0.7144806094084644,0.6812825204864548,0.7072636335558536,81329.07910280315,5694000.0,0.692829681850632,0.144339517052215
1994-06-15,600858,0.7303579562842079,0.7361315369662965,0.7029334480442871,0.7144806094084644,192649.94485149055,13929000.0,0.7072636335558536,0.144339517052215
1994-06-16,600858,0.7260277707726416,0.7303579562842079,0.7029334480442871,0.7260277707726416,65726.97618607152,4717000.0,0.7144806094084644,0.144339517052215
1994-06-17,600858,0.7303579562842079,0.7765466017409167,0.7188107949200309,0.7621126500356953,195726.02553311968,14546000.0,0.7260277707726416,0.144339517052215
1994-06-20,600858,0.7332447466252523,0.7751032065703947,0.6986032625327206,0.7188107949200309,211023.29162554574,15725000.0,0.7621126500356953,0.144339517052215
1994-06-21,600858,0.7072636335558536,0.7216975852610751,0.6884994963390655,0.7043768432148092,86906.20736566682,6075000.0,0.7188107949200309,0.144339517052215
