,date,code,open,high,low,close,volume,amount,open_qfq,high_qfq,low_qfq,close_qfq,volume_qfq,amount_qfq,preclose,adj,open_hfq,high_hfq,low_hfq,close_hfq,volume_hfq,amount_hfq,preclose_hfq,adj_hfq
5759,2019-10-10,600858,4.69,4.72,4.66,4.71,20771.0,9759073.0,4.69,4.72,4.66,4.71,20771.0,9759073.0,4.7,1.0,32.492834227120255,32.700677516419525,32.28499093782098,32.63139641998644,2998.076108691418,9759073.0,32.56211532355334,6.928109643309222
5760,2019-10-11,600858,4.71,4.76,4.69,4.73,17742.0,8385999.0,4.71,4.76,4.69,4.73,17742.0,8385999.0,4.71,1.0,32.63139641998644,32.977801902151896,32.492834227120255,32.769958612852626,2560.871711540279,8385999.0,32.63139641998644,6.928109643309222
5761,2019-10-14,600858,4.76,4.82,4.74,4.78,21307.0,10197717.0,4.76,4.82,4.74,4.78,21307.0,10197717.0,4.73,1.0,32.977801902151896,33.39348848075045,32.839239709285714,33.116364095018085,3075.4420898314015,10197717.0,32.769958612852626,6.928109643309222
5762,2019-10-15,600858,4.76,4.8,4.73,4.76,13598.0,6488666.0,4.76,4.8,4.73,4.76,13598.0,6488666.0,4.78,1.0,32.977801902151896,33.25492628788427,32.769958612852626,32.977801902151896,1962.728752875928,6488666.0,33.116364095018085,6.928109643309222
5763,2019-10-16,600858,4.77,4.78,4.7,4.71,30272.0,14324533.0,4.77,4.78,4.7,4.71,30272.0,14324533.0,4.76,1.0,33.04708299858498,33.116364095018085,32.56211532355334,32.63139641998644,4369.445860204449,14324533.0,32.977801902151896,6.928109643309222
5764,2019-10-17,600858,4.71,4.71,4.67,4.68,12483.0,5851660.0,4.71,4.71,4.67,4.68,12483.0,5851660.0,4.71,1.0,32.63139641998644,32.63139641998644,32.354272034254066,32.423553130687154,1801.7901913627159,5851660.0,32.63139641998644,6.928109643309222
5765,2019-10-18,600858,4.68,4.72,4.65,4.67,17977.0,8425546.0,4.68,4.72,4.65,4.67,17977.0,8425546.0,4.68,1.0,32.423553130687154,32.700677516419525,32.215709841387884,32.354272034254066,2594.791498047548,8425546.0,32.423553130687154,6.928109643309222
5766,2019-10-21,600858,4.67,4.7,4.62,4.66,19873.0,9249722.0,4.67,4.7,4.62,4.66,19873.0,9249722.0,4.67,1.0,32.354272034254066,32.56211532355334,32.00786655208861,32.28499093782098,2868.459222378535,9249722.0,32.354272034254066,6.928109643309222
5767,2019-10-22,600858,4.68,4.95,4.67,4.86,63078.0,30404464.0,4.68,4.95,4.67,4.86,63078.0,30404464.0,4.66,1.0,32.423553130687154,34.29414273438065,32.354272034254066,33.67061286648282,9104.648056619193,30404464.0,32.28499093782098,6.928109643309222
5768,2019-10-23,600858,4.88,4.95,4.79,4.86,37791.0,18360566.0,4.88,4.95,4.79,4.86,37791.0,18360566.0,4.86,1.0,33.809175059349,34.29414273438065,33.18564519145117,33.67061286648282,5454.734688920003,18360566.0,33.67061286648282,6.928109643309222
5769,2019-10-24,600858,4.85,5.16,4.85,5.05,75359.0,37882604.0,4.85,5.16,4.85,5.05,75359.0,37882604.0,4.86,1.0,33.601331770049725,35.749045759475585,33.601331770049725,34.98695369871157,10877.281665537363,37882604.0,33.67061286648282,6.928109643309222
5770,2019-10-25,600858,4.99,5.03,4.86,4.95,45689.0,22526614.0,4.99,5.03,4.86,4.95,45689.0,22526614.0,5.05,1.0,34.57126712011302,34.84839150584539,33.67061286648282,34.29414273438065,6594.728194598344,22526614.0,34.98695369871157,6.928109643309222
5771,2019-10-28,600858,4.87,4.95,4.83,4.92,36631.0,17959112.0,4.87,4.95,4.83,4.92,36631.0,17959112.0,4.95,1.0,33.739893962915914,34.29414273438065,33.46276957718354,34.08629944508137,5287.300849139441,17959112.0,34.29414273438065,6.928109643309222
