date,code,open,high,low,close,volume,amount,open_qfq,high_qfq,low_qfq,close_qfq,volume_qfq,amount_qfq,preclose,adj,open_hfq,high_hfq,low_hfq,close_hfq,volume_hfq,amount_hfq,preclose_hfq,adj_hfq
2002-04-23,600036,10.0,10.09,9.91,10.0,73765.0,73759696.0,2.0372404461355904,2.055575610150811,2.0189052821203703,2.0372404461355904,362082.93498160056,73759696.0,2.039277686581726,0.20372404461355906,10.0,10.09,9.91,10.0,73765.0,73759696.0,10.01,1.0
2002-04-24,600036,10.0,10.0,9.7,9.77,172413.0,169554784.0,2.0372404461355904,2.0372404461355904,1.9761232327515228,1.9903839158744718,846306.5826473626,169554784.0,2.0372404461355904,0.20372404461355906,10.0,10.0,9.7,9.77,172413.0,169554784.0,10.0,1.0
2002-04-25,600036,9.75,9.85,9.74,9.81,99602.0,97420592.0,1.9863094349822008,2.006681839443557,1.9842721945360653,1.9985328776590146,488906.45278977,97420592.0,1.9903839158744718,0.20372404461355906,9.75,9.85,9.74,9.81,99602.0,97420592.0,9.77,1.0
2002-04-26,600036,9.82,9.89,9.8,9.84,81692.0,80382992.0,2.00057011810515,2.0148308012280993,1.9964956372128788,2.0046445989974213,400993.4131975451,80382992.0,1.9985328776590146,0.20372404461355906,9.82,9.89,9.8,9.84,81692.0,80382992.0,9.81,1.0
2002-04-29,600036,9.84,9.88,9.71,9.85,90360.0,88537528.0,2.0046445989974213,2.012793560781964,1.9781604731976585,2.006681839443557,443541.16457584803,88537528.0,2.0046445989974213,0.20372404461355906,9.84,9.88,9.71,9.85,90360.0,88537528.0,9.84,1.0
2002-04-30,600036,9.89,10.15,9.8,10.02,182625.0,182699168.0,2.0148308012280993,2.0677990528276244,1.9964956372128788,2.041314927027862,896433.2135974352,182699168.0,2.006681839443557,0.20372404461355906,9.89,10.15,9.8,10.02,182625.0,182699168.0,9.85,1.0
2002-05-08,600036,10.0,10.03,9.88,9.9,42283.0,41990480.0,2.0372404461355904,2.0433521674739974,2.012793560781964,2.016868041674235,207550.365889338,41990480.0,2.041314927027862,0.20372404461355906,10.0,10.03,9.88,9.9,42283.0,41990480.0,10.02,1.0
2002-05-09,600036,9.89,10.08,9.88,9.94,44703.0,44552492.0,2.0148308012280993,2.0535383697046754,2.012793560781964,2.025017003458777,219429.17972592002,44552492.0,2.016868041674235,0.20372404461355906,9.89,10.08,9.88,9.94,44703.0,44552492.0,9.9,1.0
2002-05-10,600036,9.91,9.93,9.8,9.81,46384.0,45667176.0,2.0189052821203703,2.0229797630126414,1.9964956372128788,1.9985328776590146,227680.53760166152,45667176.0,2.025017003458777,0.20372404461355906,9.91,9.93,9.8,9.81,46384.0,45667176.0,9.94,1.0
2002-05-13,600036,9.8,9.8,9.58,9.62,127254.0,122595408.0,1.9964956372128788,1.9964956372128788,1.9516763473978957,1.959825309182438,624639.0809753758,122595408.0,1.9985328776590146,0.20372404461355906,9.8,9.8,9.58,9.62,127254.0,122595408.0,9.81,1.0
2002-05-14,600036,9.6,9.64,9.46,9.48,82399.0,78665000.0,1.9557508282901668,1.9638997900747095,1.927229462044269,1.93130394293654,404463.79393410025,78665000.0,1.959825309182438,0.20372404461355906,9.6,9.64,9.46,9.48,82399.0,78665000.0,9.62,1.0
2002-05-15,600036,9.46,9.55,9.28,9.29,97083.0,91212160.0,1.927229462044269,1.9455646260594892,1.890559134013828,1.8925963744599634,476541.687478055,91212160.0,1.93130394293654,0.20372404461355906,9.46,9.55,9.28,9.29,97083.0,91212160.0,9.48,1.0
2002-05-16,600036,9.28,9.28,9.07,9.15,195171.0,178313616.0,1.890559134013828,1.890559134013828,1.8477770846449808,1.8640750082140654,958016.5187188229,178313616.0,1.8925963744599634,0.20372404461355906,9.28,9.28,9.07,9.15,195171.0,178313616.0,9.29,1.0
2002-05-17,600036,9.18,9.3,9.05,9.25,100101.0,91833344.0,1.8701867295524721,1.8946336149060994,1.8437026037527096,1.8844474126754214,491355.84456847014,91833344.0,1.8640750082140654,0.20372404461355906,9.18,9.3,9.05,9.25,100101.0,91833344.0,9.15,1.0
2002-05-20,600036,9.13,9.18,8.93,8.98,112970.0,101667312.0,1.8600005273217943,1.8701867295524721,1.8192557183990823,1.8294419206297605,554524.6277349883,101667312.0,1.8844474126754214,0.20372404461355906,9.13,9.18,8.93,8.98,112970.0,101667312.0,9.25,1.0
2002-05-21,600036,9.18,9.25,9.03,9.18,126083.0,115523920.0,1.8701867295524721,1.8844474126754214,1.839628122860438,1.8701867295524721,618891.1094866827,115523920.0,1.8294419206297605,0.20372404461355906,9.18,9.25,9.03,9.18,126083.0,115523920.0,8.98,1.0
2002-05-22,600036,9.19,9.2,8.91,8.94,73383.0,66043320.0,1.8722239699986076,1.8742612104447431,1.8151812375068113,1.8212929588452178,360207.84949169384,66043320.0,1.8701867295524721,0.20372404461355906,9.19,9.2,8.91,8.94,73383.0,66043320.0,9.18,1.0
2002-05-23,600036,8.95,9.13,8.94,8.98,71889.0,64749340.0,1.8233301992913533,1.8600005273217943,1.8212929588452178,1.8294419206297605,352874.3999578701,64749340.0,1.8212929588452178,0.20372404461355906,8.95,9.13,8.94,8.98,71889.0,64749340.0,8.94,1.0
2002-05-24,600036,8.98,9.04,8.76,8.87,105260.0,92941496.0,1.8294419206297605,1.8416653633065736,1.7846226308147772,1.8070322757222688,516679.3158837291,92941496.0,1.8294419206297605,0.20372404461355906,8.98,9.04,8.76,8.87,105260.0,92941496.0,8.98,1.0
2002-05-27,600036,8.89,8.95,8.78,8.91,54394.0,48160844.0,1.8111067566145402,1.8233301992913533,1.7886971117070485,1.8151812375068113,266998.4296805962,48160844.0,1.8070322757222688,0.20372404461355906,8.89,8.95,8.78,8.91,54394.0,48160844.0,8.87,1.0
2002-05-28,600036,8.91,8.99,8.9,8.92,56076.0,50176392.0,1.8151812375068113,1.831479161075896,1.8131439970606757,1.8172184779529468,275254.69615709665,50176392.0,1.8151812375068113,0.20372404461355906,8.91,8.99,8.9,8.92,56076.0,50176392.0,8.91,1.0
2002-05-29,600036,8.92,8.94,8.62,8.67,74801.0,65398180.0,1.8172184779529468,1.8212929588452178,1.756101264568879,1.766287466799557,367168.2453678398,65398180.0,1.8172184779529468,0.20372404461355906,8.92,8.94,8.62,8.67,74801.0,65398180.0,8.92,1.0
2002-05-30,600036,8.66,8.78,8.52,8.75,131798.0,113645568.0,1.7642502263534214,1.7886971117070485,1.7357288601075231,1.7825853903686417,646943.7628239001,113645568.0,1.766287466799557,0.20372404461355906,8.66,8.78,8.52,8.75,131798.0,113645568.0,8.67,1.0
2002-05-31,600036,8.73,8.86,8.66,8.7,46691.0,40944136.0,1.7785109094763707,1.804995035276133,1.7642502263534214,1.7723991881379637,229187.4780346494,40944136.0,1.7825853903686417,0.20372404461355906,8.73,8.86,8.66,8.7,46691.0,40944136.0,8.75,1.0
2002-06-04,600036,8.63,9.0,8.54,8.86,213157.0,188202672.0,1.758138505015015,1.8335164015220315,1.7398033409997942,1.804995035276133,1046302.6119687255,188202672.0,1.7723991881379637,0.20372404461355906,8.63,9.0,8.54,8.86,213157.0,188202672.0,8.7,1.0
2002-06-05,600036,9.22,9.22,8.72,8.74,91494.0,80995384.0,1.8783356913370146,1.8783356913370146,1.7764736690302352,1.7805481499225062,449107.51783646125,80995384.0,1.804995035276133,0.20372404461355906,9.22,9.22,8.72,8.74,91494.0,80995384.0,8.86,1.0
2002-06-06,600036,8.74,9.08,8.68,9.0,125309.0,112008800.0,1.7805481499225062,1.8498143250911163,1.7683247072456925,1.8335164015220315,615091.85249928,112008800.0,1.7805481499225062,0.20372404461355906,8.74,9.08,8.68,9.0,125309.0,112008800.0,8.74,1.0
2002-06-07,600036,9.01,9.06,8.9,8.98,117606.0,105772504.0,1.835553641968167,1.845739844198845,1.8131439970606757,1.8294419206297605,577280.9008533332,105772504.0,1.8335164015220315,0.20372404461355906,9.01,9.06,8.9,8.98,117606.0,105772504.0,9.0,1.0
2002-06-10,600036,8.98,9.06,8.93,8.99,49101.0,44206176.0,1.8294419206297605,1.845739844198845,1.8192557183990823,1.831479161075896,241017.20586364224,44206176.0,1.8294419206297605,0.20372404461355906,8.98,9.06,8.93,8.99,49101.0,44206176.0,8.98,1.0
2002-06-11,600036,8.99,9.01,8.92,8.94,28481.0,25522714.0,1.831479161075896,1.835553641968167,1.8172184779529468,1.8212929588452178,139801.85821474908,25522714.0,1.831479161075896,0.20372404461355906,8.99,9.01,8.92,8.94,28481.0,25522714.0,8.99,1.0
2002-06-12,600036,9.0,9.0,8.8,8.87,30367.0,26911352.0,1.8335164015220315,1.8335164015220315,1.79277159259932,1.8070322757222688,149059.4792460688,26911352.0,1.8212929588452178,0.20372404461355906,9.0,9.0,8.8,8.87,30367.0,26911352.0,8.94,1.0
2002-06-13,600036,8.87,8.87,8.75,8.76,28614.0,25179530.0,1.8070322757222688,1.8070322757222688,1.7825853903686417,1.7846226308147772,140454.7021156852,25179530.0,1.8070322757222688,0.20372404461355906,8.87,8.87,8.75,8.76,28614.0,25179530.0,8.87,1.0
2002-06-14,600036,8.75,8.75,8.67,8.68,29395.0,25580232.0,1.7825853903686417,1.7825853903686417,1.766287466799557,1.7683247072456925,144288.3193084003,25580232.0,1.7846226308147772,0.20372404461355906,8.75,8.75,8.67,8.68,29395.0,25580232.0,8.76,1.0
2002-06-17,600036,8.65,8.66,8.58,8.66,30367.0,26183428.0,1.762212985907286,1.7642502263534214,1.7479523027843367,1.7642502263534214,149059.4792460688,26183428.0,1.7683247072456925,0.20372404461355906,8.65,8.66,8.58,8.66,30367.0,26183428.0,8.68,1.0
2002-06-18,600036,8.66,8.85,8.65,8.81,53175.0,46624768.0,1.7642502263534214,1.8029577948299975,1.762212985907286,1.7948088330454555,261014.84535547497,46624768.0,1.7642502263534214,0.20372404461355906,8.66,8.85,8.65,8.81,53175.0,46624768.0,8.66,1.0
2002-06-19,600036,8.81,8.82,8.65,8.68,27745.0,24170100.0,1.7948088330454555,1.796846073491591,1.762212985907286,1.7683247072456925,136189.1280561853,24170100.0,1.7948088330454555,0.20372404461355906,8.81,8.82,8.65,8.68,27745.0,24170100.0,8.81,1.0
2002-06-20,600036,8.68,8.83,8.67,8.73,41083.0,36035752.0,1.7683247072456925,1.7988833139377265,1.766287466799557,1.7785109094763707,201660.04497863617,36035752.0,1.7683247072456925,0.20372404461355906,8.68,8.83,8.67,8.73,41083.0,36035752.0,8.68,1.0
2002-06-21,600036,8.75,9.09,8.72,8.97,149473.0,133912680.0,1.7825853903686417,1.8518515655372518,1.7764736690302352,1.8274046801836248,733703.2812377792,133912680.0,1.7785109094763707,0.20372404461355906,8.75,9.09,8.72,8.97,149473.0,133912680.0,8.73,1.0
2002-06-24,600036,9.87,9.87,9.51,9.87,950650.0,934303744.0,2.010756320335828,2.010756320335828,1.9374156642749465,2.010756320335828,4666361.311465581,934303744.0,1.8274046801836248,0.20372404461355906,9.87,9.87,9.51,9.87,950650.0,934303744.0,8.97,1.0
2002-06-25,600036,9.99,10.85,9.81,10.45,1495149.0,1563269888.0,2.035203205689455,2.2104058840571157,1.9985328776590146,2.128916266211692,7339089.516095779,1563269888.0,2.010756320335828,0.20372404461355906,9.99,10.85,9.81,10.45,1495149.0,1563269888.0,9.87,1.0
2002-06-26,600036,10.35,10.6,10.15,10.23,419636.0,436232320.0,2.108543861750336,2.159474872903726,2.0677990528276244,2.0840969763967094,2059825.5880693952,436232320.0,2.128916266211692,0.20372404461355906,10.35,10.6,10.15,10.23,419636.0,436232320.0,10.45,1.0
2002-06-27,600036,10.23,10.6,10.18,10.5,414427.0,431029632.0,2.0840969763967094,2.159474872903726,2.073910774166031,2.13910246844237,2034256.6867161903,431029632.0,2.0840969763967094,0.20372404461355906,10.23,10.6,10.18,10.5,414427.0,431029632.0,10.23,1.0
2002-06-28,600036,10.51,11.55,10.51,11.55,1560153.0,1785124992.0,2.1411397088885056,2.3530127152866074,2.1411397088885056,2.3530127152866074,7658168.199828497,1785124992.0,2.13910246844237,0.20372404461355906,10.51,11.55,10.51,11.55,1560153.0,1785124992.0,10.5,1.0
2002-07-01,600036,11.7,11.84,11.4,11.58,905836.0,1050421248.0,2.383571321978641,2.412092688224539,2.3224541085945734,2.359124436625014,4446387.277055421,1050421248.0,2.3530127152866074,0.20372404461355906,11.7,11.84,11.4,11.58,905836.0,1050421248.0,11.55,1.0
2002-07-02,600036,11.55,11.56,11.18,11.44,379552.0,431511872.0,2.3530127152866074,2.355049955732743,2.2776348187795903,2.3306030703791154,1863069.2352489184,431511872.0,2.359124436625014,0.20372404461355906,11.55,11.56,11.18,11.44,379552.0,431511872.0,11.58,1.0
2002-07-03,600036,11.4,11.69,11.31,11.47,256837.0,295008704.0,2.3224541085945734,2.3815340815325055,2.304118944579353,2.3367147917175224,1260710.2931182722,295008704.0,2.3306030703791154,0.20372404461355906,11.4,11.69,11.31,11.47,256837.0,295008704.0,11.44,1.0
2002-07-04,600036,11.5,11.58,10.94,11.11,419516.0,469443680.0,2.3428265130559294,2.359124436625014,2.228741048072336,2.263374135656641,2059236.555978325,469443680.0,2.3367147917175224,0.20372404461355906,11.5,11.58,10.94,11.11,419516.0,469443680.0,11.47,1.0
2002-07-05,600036,11.0,11.34,10.92,11.3,337472.0,375133056.0,2.2409644907491497,2.31023066591776,2.2246665671800647,2.3020817041332173,1656515.3153136407,375133056.0,2.263374135656641,0.20372404461355906,11.0,11.34,10.92,11.3,337472.0,375133056.0,11.11,1.0
2002-07-08,600036,11.19,11.7,11.19,11.34,419315.0,482217376.0,2.279672059225726,2.383571321978641,2.279672059225726,2.31023066591776,2058249.9272257825,482217376.0,2.3020817041332173,0.20372404461355906,11.19,11.7,11.19,11.34,419315.0,482217376.0,11.3,1.0
2002-07-09,600036,11.35,11.73,11.35,11.65,539128.0,625233344.0,2.3122679063638953,2.389683043317048,2.3122679063638953,2.373385119747963,2646364.109954048,625233344.0,2.31023066591776,0.20372404461355906,11.35,11.73,11.35,11.65,539128.0,625233344.0,11.34,1.0
2002-07-10,600036,11.65,11.92,11.29,11.31,1036684.0,1203566208.0,2.373385119747963,2.428390611793624,2.3000444636870814,2.304118944579353,5088667.869158349,1203566208.0,2.373385119747963,0.20372404461355906,11.65,11.92,11.29,11.31,1036684.0,1203566208.0,11.65,1.0
2002-07-11,600036,11.22,11.4,11.15,11.19,313053.0,352569984.0,2.285783780564133,2.3224541085945734,2.2715230974411837,2.279672059225726,1536652.1933816173,352569984.0,2.304118944579353,0.20372404461355906,11.22,11.4,11.15,11.19,313053.0,352569984.0,11.31,1.0
2002-07-12,600036,11.19,11.25,10.98,11.03,324936.0,359020960.0,2.279672059225726,2.2918955019025393,2.2368900098568787,2.2470762120875563,1594981.0961998422,359020960.0,2.279672059225726,0.20372404461355906,11.19,11.25,10.98,11.03,324936.0,359020960.0,11.19,1.0
2002-07-15,600036,11.0,11.05,10.75,10.84,234483.0,254515312.0,2.2409644907491497,2.2511506929798277,2.1900334795957597,2.20836864361098,1150983.431753415,254515312.0,2.2470762120875563,0.20372404461355906,11.0,11.05,10.75,10.84,234483.0,254515312.0,11.03,1.0
2002-07-16,600036,10.87,11.05,10.79,10.86,185946.0,203553088.0,2.2144803649493867,2.2511506929798277,2.198182441380302,2.212443124503251,912734.6767178025,203553088.0,2.20836864361098,0.20372404461355906,10.87,11.05,10.79,10.86,185946.0,203553088.0,10.84,1.0
2002-07-17,600036,10.88,11.04,10.79,11.03,84799.0,92305408.0,2.2165176053955227,2.2491134525336918,2.198182441380302,2.2470762120875563,416244.43575550395,92305408.0,2.212443124503251,0.20372404461355906,10.88,11.04,10.79,11.03,84799.0,92305408.0,10.86,1.0
2002-07-18,600036,11.09,11.22,10.98,11.1,200920.0,223753104.0,2.25929965476437,2.285783780564133,2.2368900098568787,2.2613368952105053,986236.0644818435,223753104.0,2.2470762120875563,0.20372404461355906,11.09,11.22,10.98,11.1,200920.0,223753104.0,11.03,1.0
2002-07-19,600036,11.15,11.19,11.0,11.14,96841.0,107533032.0,2.2715230974411837,2.279672059225726,2.2409644907491497,2.2694858569950482,475353.8060943968,107533032.0,2.2613368952105053,0.20372404461355906,11.15,11.19,11.0,11.14,96841.0,107533032.0,11.1,1.0
2002-07-22,600036,11.16,11.16,10.66,10.69,215105.0,233006976.0,2.2735603378873193,2.2735603378873193,2.1716983155805396,2.177810036918946,1055864.5662470981,233006976.0,2.2694858569950482,0.20372404461355906,11.16,11.16,10.66,10.69,215105.0,233006976.0,11.14,1.0
2002-07-23,600036,10.65,11.04,10.61,10.79,186667.0,202301216.0,2.169661075134404,2.2491134525336918,2.1615121133498616,2.198182441380302,916273.7778649825,202301216.0,2.177810036918946,0.20372404461355906,10.65,11.04,10.61,10.79,186667.0,202301216.0,10.69,1.0
2002-07-24,600036,10.75,10.93,10.69,10.78,80158.0,86608488.0,2.1900334795957597,2.2267038076262002,2.177810036918946,2.1961452009341667,393463.6196333646,86608488.0,2.198182441380302,0.20372404461355906,10.75,10.93,10.69,10.78,80158.0,86608488.0,10.79,1.0
2002-07-25,600036,10.75,10.85,10.59,10.66,104706.0,111641664.0,2.1900334795957597,2.2104058840571157,2.1574376324575906,2.1716983155805396,513959.95106328843,111641664.0,2.1961452009341667,0.20372404461355906,10.75,10.85,10.59,10.66,104706.0,111641664.0,10.78,1.0
2002-07-26,600036,10.68,10.74,10.6,10.62,76788.0,81922992.0,2.1757727964728106,2.187996239149624,2.159474872903726,2.163549353795997,376921.6350758103,81922992.0,2.1716983155805396,0.20372404461355906,10.68,10.74,10.6,10.62,76788.0,81922992.0,10.66,1.0
2002-07-29,600036,10.6,10.7,10.5,10.69,87368.0,92498904.0,2.159474872903726,2.1798472773650817,2.13910246844237,2.177810036918946,428854.63110516476,92498904.0,2.163549353795997,0.20372404461355906,10.6,10.7,10.5,10.69,87368.0,92498904.0,10.62,1.0
2002-07-30,600036,10.75,11.15,10.69,10.95,330969.0,361697376.0,2.1900334795957597,2.2715230974411837,2.177810036918946,2.2307782885184717,1624594.6845783957,361697376.0,2.177810036918946,0.20372404461355906,10.75,11.15,10.69,10.95,330969.0,361697376.0,10.69,1.0
2002-07-31,600036,10.89,11.05,10.65,10.7,146379.0,159111280.0,2.218554845841658,2.2511506929798277,2.169661075134404,2.1798472773650817,718516.0704896863,159111280.0,2.2307782885184717,0.20372404461355906,10.89,11.05,10.65,10.7,146379.0,159111280.0,10.95,1.0
2002-08-01,600036,10.69,10.81,10.59,10.73,65010.0,69443720.0,2.177810036918946,2.2022569222725736,2.1574376324575906,2.1859589987034886,319108.1353372718,69443720.0,2.1798472773650817,0.20372404461355906,10.69,10.81,10.59,10.73,65010.0,69443720.0,10.7,1.0
2002-08-02,600036,10.76,10.8,10.65,10.73,37555.0,40261576.0,2.1920707200418956,2.200219681826438,2.169661075134404,2.1859589987034886,184342.50150117278,40261576.0,2.1859589987034886,0.20372404461355906,10.76,10.8,10.65,10.73,37555.0,40261576.0,10.73,1.0
2002-08-05,600036,10.73,10.73,10.51,10.52,58495.0,61924220.0,2.1859589987034886,2.1859589987034886,2.1411397088885056,2.143176949334641,287128.6013929198,61924220.0,2.1859589987034886,0.20372404461355906,10.73,10.73,10.51,10.52,58495.0,61924220.0,10.73,1.0
2002-08-06,600036,10.5,10.83,10.36,10.56,131368.0,139434080.0,2.13910246844237,2.2063314031648447,2.1105811021964715,2.1513259111191836,644833.0644975653,139434080.0,2.143176949334641,0.20372404461355906,10.5,10.83,10.36,10.56,131368.0,139434080.0,10.52,1.0
2002-08-07,600036,10.56,10.69,10.52,10.6,80281.0,85042728.0,2.1513259111191836,2.177810036918946,2.143176949334641,2.159474872903726,394067.37752671156,85042728.0,2.1513259111191836,0.20372404461355906,10.56,10.69,10.52,10.6,80281.0,85042728.0,10.56,1.0
2002-08-08,600036,10.65,10.85,10.62,10.65,144101.0,154749360.0,2.169661075134404,2.2104058840571157,2.163549353795997,2.169661075134404,707334.2779608706,154749360.0,2.159474872903726,0.20372404461355906,10.65,10.85,10.62,10.65,144101.0,154749360.0,10.6,1.0
2002-08-09,600036,10.6,10.66,10.53,10.53,109416.0,115834568.0,2.159474872903726,2.1716983155805396,2.1452141897807766,2.1452141897807766,537079.4606377931,115834568.0,2.169661075134404,0.20372404461355906,10.6,10.66,10.53,10.53,109416.0,115834568.0,10.65,1.0
2002-08-12,600036,10.32,10.44,10.24,10.34,605204.0,624023424.0,2.1024321404119295,2.1268790257655565,2.086134216842845,2.1065066213042005,2970704.8137003267,624023424.0,2.1452141897807766,0.20372404461355906,10.32,10.44,10.24,10.34,605204.0,624023424.0,10.53,1.0
2002-08-13,600036,10.34,10.51,10.28,10.34,158778.0,164963344.0,2.1065066213042005,2.1411397088885056,2.094283178627387,2.1065066213042005,779377.811299513,164963344.0,2.1065066213042005,0.20372404461355906,10.34,10.51,10.28,10.34,158778.0,164963344.0,10.34,1.0
2002-08-14,600036,10.36,10.5,10.36,10.46,86809.0,90676672.0,2.1105811021964715,2.13910246844237,2.1105811021964715,2.130953506657828,426110.7232809295,90676672.0,2.1065066213042005,0.20372404461355906,10.36,10.5,10.36,10.46,86809.0,90676672.0,10.34,1.0
2002-08-15,600036,10.46,10.52,10.39,10.44,63829.0,66765252.0,2.130953506657828,2.143176949334641,2.1166928235348785,2.1268790257655565,313311.0778409894,66765252.0,2.130953506657828,0.20372404461355906,10.46,10.52,10.39,10.44,63829.0,66765252.0,10.46,1.0
2002-08-16,600036,10.42,10.55,10.29,10.44,128143.0,133810304.0,2.1228045448732855,2.149288670673048,2.0963204190735225,2.1268790257655565,629002.8270500541,133810304.0,2.1268790257655565,0.20372404461355906,10.42,10.55,10.29,10.44,128143.0,133810304.0,10.44,1.0
2002-08-19,600036,10.46,10.68,10.36,10.56,112279.0,118801544.0,2.130953506657828,2.1757727964728106,2.1105811021964715,2.1513259111191836,551132.7846105759,118801544.0,2.1268790257655565,0.20372404461355906,10.46,10.68,10.36,10.56,112279.0,118801544.0,10.44,1.0
2002-08-20,600036,10.57,11.04,10.57,10.92,381492.0,414593216.0,2.153363151565319,2.2491134525336918,2.153363151565319,2.2246665671800647,1872591.9207212196,414593216.0,2.1513259111191836,0.20372404461355906,10.57,11.04,10.57,10.92,381492.0,414593216.0,10.56,1.0
2002-08-21,600036,10.93,11.02,10.86,10.87,162159.0,177359952.0,2.2267038076262002,2.2450389716414207,2.212443124503251,2.2144803649493867,795973.7904654155,177359952.0,2.2246665671800647,0.20372404461355906,10.93,11.02,10.86,10.87,162159.0,177359952.0,10.92,1.0
2002-08-22,600036,10.88,11.02,10.84,10.89,215196.0,235240912.0,2.2165176053955227,2.2450389716414207,2.20836864361098,2.218554845841658,1056311.2489161596,235240912.0,2.2144803649493867,0.20372404461355906,10.88,11.02,10.84,10.89,215196.0,235240912.0,10.87,1.0
2002-08-23,600036,10.89,11.05,10.87,10.92,136801.0,149877584.0,2.218554845841658,2.2511506929798277,2.2144803649493867,2.2246665671800647,671501.4924207679,149877584.0,2.218554845841658,0.20372404461355906,10.89,11.05,10.87,10.92,136801.0,149877584.0,10.89,1.0
2002-08-26,600036,10.92,10.96,10.73,10.76,105065.0,113568984.0,2.2246665671800647,2.2328155289646077,2.1859589987034886,2.1920707200418956,515722.13873574004,113568984.0,2.2246665671800647,0.20372404461355906,10.92,10.96,10.73,10.76,105065.0,113568984.0,10.92,1.0
2002-08-27,600036,10.73,10.95,10.71,10.8,114815.0,124134416.0,2.1859589987034886,2.2307782885184717,2.1818845178112176,2.200219681826438,563580.9961351925,124134416.0,2.1920707200418956,0.20372404461355906,10.73,10.95,10.71,10.8,114815.0,124134416.0,10.76,1.0
2002-08-28,600036,10.8,10.95,10.75,10.84,86611.0,93863552.0,2.200219681826438,2.2307782885184717,2.1900334795957597,2.20836864361098,425138.8203306637,93863552.0,2.200219681826438,0.20372404461355906,10.8,10.95,10.75,10.84,86611.0,93863552.0,10.8,1.0
2002-08-29,600036,10.84,10.95,10.77,10.79,74632.0,80791864.0,2.20836864361098,2.2307782885184717,2.194107960488031,2.198182441380302,366338.69183958264,80791864.0,2.20836864361098,0.20372404461355906,10.84,10.95,10.77,10.79,74632.0,80791864.0,10.84,1.0
2002-08-30,600036,10.84,10.86,10.78,10.81,54321.0,58690028.0,2.20836864361098,2.212443124503251,2.1961452009341667,2.2022569222725736,266640.1018251952,58690028.0,2.198182441380302,0.20372404461355906,10.84,10.86,10.78,10.81,54321.0,58690028.0,10.79,1.0
2002-09-02,600036,10.71,10.86,10.71,10.79,38488.0,41425560.0,2.1818845178112176,2.212443124503251,2.1818845178112176,2.198182441380302,188922.22600924346,41425560.0,2.2022569222725736,0.20372404461355906,10.71,10.86,10.71,10.79,38488.0,41425560.0,10.81,1.0
